title,logoPath,logoPathV3,jobId,currency,footerPlaceholderLabel,footerPlaceholderColor,companyName,isSaved,tagsAndSkills,companyId,jdURL,jobDescription,showMultipleApply,groupId,isTopGroup,createdDate,hiringFor,consultant,hideClientName,mode,clientLogo,board,salaryDetail,experienceText,minimumExperience,maximumExperience,saved,experience,salary,location,companyJobsUrl,ambitionBoxData,vacancy,clientHeadline,brandingTags,exclusive,diversityTagText,clientCareersUrl,clientGroupId,clientTitleString,diversityCountLabel,jobType,smbJobFields,internshipTags
Senior Engineering Manager,https://img.naukimg.com/logo_images/groups/v1/8938587.gif,https://img.naukimg.com/logo_images/groups/v1/8938587.gif,50725502392,INR,1 Day Ago,green,Liminal Custody Solutions,False,"Computer science,Performance tuning,System architecture,Coding,SOC,MySQL,ISO 27001,Agile",123711327,https://www.naukri.com/job-listings-senior-engineering-manager-liminal-custody-solutions-hyderabad-15-to-20-years-050725502392,"Bachelor s / Master s degree in Computer Science,Engineering,or a related field<br><br> . Proficiency in Typescript,Node.js,Express.js,Angular,and MySQL<br><br>Launched in April 2021,Liminal Custody is a CCSS Level 3,SOC Type 2,and ISO 27001 & 27701 certified organization<br><br> . 15+ years of overall experience in software development with at least 5 years in an engineering leadership role",False,8938587,0,2025-07-05 09:31:41,,,,crawled,,1,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0}",15-20 Yrs,15.0,20.0,False,15-20 Yrs,Not disclosed,Hyderabad,https://www.naukri.com/liminal-custody-solutions-jobs-careers-123711327,"{'Url': 'https://www.ambitionbox.com/reviews/liminal-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 7, 'AggregateRating': '2.9', 'Title': 'Liminal Reviews by Employees'}",,,,,,,,,,,,
QA Graduate Trainee,https://img.naukimg.com/logo_images/groups/v1/6757013.gif,https://img.naukimg.com/logo_images/groups/v1/6757013.gif,10725502614,INR,5 Days Ago,grey,Shravas Technologies,False,"Computer science,QA,Analytical skills,Version control,GIT,Focus,Automation tools,Quality assurance engineering",123667047,https://www.naukri.com/job-listings-qa-graduate-trainee-shravas-technologies-india-private-limited-bengaluru-0-to-1-years-010725502614," . Nice to Have:  . Internship or academic project experience in QA or testing<br><br> Job Title: QA Graduate Trainee \u2013Fresher . <br><br>Experience Level: Fresher / Entry-Level . Department: Quality Assurance / Engineering <br><br>Were hiring QA Graduate Trainees with strong logical,reasoning,and analytical skills,plus a flair for scripting<br><br> Certification in QA",False,6757013,0,2025-07-01 11:57:50,,,,crawled,,1,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0}",0-1 Yrs,0.0,1.0,False,0-1 Yrs,Not disclosed,Bengaluru,https://www.naukri.com/shravas-technologies-jobs-careers-6456162,"{'Url': 'https://www.ambitionbox.com/reviews/shravas-technologies-india-pvt-ltd-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 8, 'AggregateRating': '4.1', 'Title': 'Shravas Technologies India Reviews by Employees'}",,,,,,,,,,,,
Test Automation Architect,https://img.naukimg.com/logo_images/groups/v1/8313299.gif,https://img.naukimg.com/logo_images/groups/v1/8313299.gif,10725502183,INR,5 Days Ago,grey,Testing Mavens Software,False,"System testing,Automation,Functional testing,Debugging,Agile,Regression testing,Scrum,Troubleshooting",123811457,https://www.naukri.com/job-listings-test-automation-architect-testing-mavens-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-010725502183,"<div> </div> <div> <div> <span> <strong> About us:  </strong> </span> </div> <div> <span> <strong> Testing Mavens  </strong> , based in New Jersey, USA, is a cutting-edge provider of QA & Software Testing Services. With offshore facilities in India, our company possesses extensive proficiency in diverse domains such as Finance and Advisory, EdTech, Fashion, and Pharmacy. Collaborating with renowned global brands, we strive to deliver exceptional testing services and ensure superior product quality.  </span> </div> <div> </div> <div> <span> <strong> Key skills:  </strong> </span> </div> <div> <span> <strong> DB Testing , Very strong in creating SQL queries, Postman, Web application debugging, parameterization and Mobile testing.  </strong> </span> </div> <div> </div> <div> <span> <strong> Responsibilities  </strong> </span> </div> <ul> <li> <span> Create the test strategy for features to incorporate the right balance of integration/API tests, and UI tests.  </span> </li> <li> <span> Design, implement, and maintain complex testing environments.  </span> </li> <li> <span> Experience in testing website or app on mobile devices  </span> </li> <li> <span> Perform all aspects of verification including functional, regression, and system testing as well as documentation.  </span> </li> <li> <span> Work directly with Developers, QA Engineers, Product Managers, and Program Managers to ensure quality development and quality of our applications and platforms.  </span> </li> <li> <span> Analyze test results and recommend modifications to the applications to meet project specifications.  </span> </li> <li> <span> Perform functional testing on API using postman or any REST API tools.  </span> </li> <li> <span> Participate in cross-functional initiatives to develop new capabilities, including hands-on development responsibilities.  </span> </li> <li> <span> Good working experience in creating complex SQL queries.  </span> </li> </ul> <div> </div> <div> <span> <strong> Qualifications  </strong> </span> </div> <ul> <li> <span> 4+ years of Mobile and website testing experience is required.  </span> </li> <li> <span> Strong verbal and written communication skills.  </span> </li> <li> <span> Knowledge of testing methodologies (functional, non-functional, end-to-end, regression testing and cross browser testing).  </span> </li> <li> <span> Experience with database testing.  </span> </li> <li> <span> Knowledge of Agile and SCRUM.  </span> </li> <li> <span> Experience working in continuous integration and continuous delivery.  </span> </li> <li> <span> High-energy, detail-oriented, and able to meet tight deadlines.  </span> </li> <li> <span> Ability to provide results with minimal supervision.  </span> </li> <li> <span> Basic knowledge of automation or OOPS concept will have an added advantage.  </span> </li> </ul> <div> </div> <div> <span> <strong> Soft Skills  </strong> </span> </div> <ul> <li> <span> Clear communicator (written and verbal)  </span> </li> <li> <span> Creative troubleshooting of technical problems  </span> </li> <li> <span> Ability to focus on deadlines and deliverables  </span> </li> <li> <span> Ability to think outside the box  </span> </li> <li> <span> Ability to work in a team  </span> </li> </ul> <div> </div> <div> <span> <strong> Returns  </strong> </span> </div> <ul> <li> <span> Fun work environment and a great testing team  </span> </li> <li> <span> Remote / Work from home option  </span> </li> <li> <span> Challenge yourself and learn something new everyday.  </span> </li> </ul> <div> </div> <div> <span> <strong> Note: This position offers a remote work / work from home option.  </strong> </span> </div> <div> <br /> </div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> <div> <div> <div> <div> Your Quality Gatekeepers, Partner with us today.  </div> </div> </div> </div> </div>",False,8313299,0,2025-07-01 11:55:19,,,,crawled,,1,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0}",4-9 Yrs,4.0,9.0,False,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",https://www.naukri.com/testing-mavens-jobs-careers-4482214,"{'Url': 'https://www.ambitionbox.com/reviews/testing-mavens-software-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 20, 'AggregateRating': '4.1', 'Title': 'Testing Mavens Software Reviews by Employees'}",,,,,,,,,,,,
Head of Systems and Workflow Automation ( RevOps ),https://img.naukimg.com/logo_images/groups/v1/4425312.gif,https://img.naukimg.com/logo_images/groups/v1/4425312.gif,20725924779,INR,4 Days Ago,grey,Uplers,False,"artificial intelligence,crm,gpm,documentation,google,css,crm tool,jquery",897026,https://www.naukri.com/job-listings-head-of-systems-and-workflow-automation-revops-uplers-solutions-private-limited-mumbai-new-delhi-bengaluru-5-to-7-years-020725924779,"Shift : (GMT+05:30) Asia / Kolkata (IST) <br><br>Opportunity Type : Remote,New Delhi,Bengaluru,Mumbai. Must have skills required: ActiveCampaign,AI,GPT,Juniper Square,CRM,Google Workspace,Notion,Yardi,Zapier <br><br>Required Skills and Experience <br><br>Preferred Qualifications <br><br> Experience : 5 + years <br><br>Competitive compensation based on experience and strategic impact",False,4425312,0,2025-07-02 10:25:02,,,,jp,,1,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0}",5-7 Yrs,5.0,7.0,False,5-7 Yrs,Not disclosed,"Mumbai, New Delhi, Bengaluru",https://www.naukri.com/uplers-jobs-careers-897026,"{'Url': 'https://www.ambitionbox.com/reviews/uplers-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 375, 'AggregateRating': '3.9', 'Title': 'Uplers Reviews by Employees'}",,,,,,,,,,,,
DES Engineer (Tecnomatix Plant Simulation),https://img.naukimg.com/logo_images/groups/v1/3714782.gif,https://img.naukimg.com/logo_images/groups/v1/3714782.gif,10725502526,INR,5 Days Ago,grey,GLOINNT ,False,"Supply chain,Automation,C++,Data analysis,Simulation,Lean manufacturing,Process planning,Material handling",3582562,https://www.naukri.com/job-listings-des-engineer-tecnomatix-plant-simulation-gloinnt-bengaluru-5-to-10-years-010725502526,"Minimum 5 years of experience in Technomatix Plant simulation,Flexsim simulation software project execution & project lead experience<br><br>Experience in Material flow planning,Supply chain data analysis,warehouse process and material handling systems will be an advantage<br><br>Required Qualifications:  . BE / BTech in Mechanical / Industrial Engineer .",False,3714782,0,2025-07-01 11:57:42,,,,crawled,,1,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0}",5-10 Yrs,5.0,10.0,False,5-10 Yrs,Not disclosed,Bengaluru,https://www.naukri.com/gloinnt-jobs-careers-3582562,"{'Url': 'https://www.ambitionbox.com/reviews/gloinnt-solutions-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 16, 'AggregateRating': '2.4', 'Title': 'GLOINNT Solutions Reviews by Employees'}",,,,,,,,,,,,
SAP Business Technology Platform (SAP BTP),https://img.naukimg.com/logo_images/groups/v1/7688823.gif,https://img.naukimg.com/logo_images/groups/v1/7688823.gif,20725504266,INR,4 Days Ago,grey,Clifyx Technology,False,"SAP,Front end,GIT,RDBMS,Billing,Javascript,HTML,Unit testing",5474614,https://www.naukri.com/job-listings-sap-business-technology-platform-sap-btp-clifyx-technology-bengaluru-8-to-13-years-020725504266,Precise Work Location . Any Infosys DC . BGCheck (Before OR After onboarding) . Any client prerequisite BGV Agency* . Post Onboarding . Is there any working in shifts from standard Daylight (to avoid confusions post onboarding) * . NA <br><br>vendor billing rate excluding service tax* (Currency should be in relevance to the candidate work location) . 10000 INR / per day .,False,7688823,0,2025-07-02 11:29:44,,,,crawled,,1,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0}",8-13 Yrs,8.0,13.0,False,8-13 Yrs,Not disclosed,Bengaluru,https://www.naukri.com/clifyx-technology-jobs-careers-5474614,"{'Url': 'https://www.ambitionbox.com/reviews/clifyx-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 23, 'AggregateRating': '3.8', 'Title': 'ClifyX Reviews by Employees'}",,,,,,,,,,,,
Fullstack Developer,https://img.naukimg.com/logo_images/groups/v1/11764375.gif,https://img.naukimg.com/logo_images/groups/v1/11764375.gif,50725012743,INR,1 Day Ago,green,Jidharx,False,"Php Laravel,Redux,Html5B,Node.Js,Tailwind Css,GIT,Docker,MySQL",124794167,https://www.naukri.com/job-listings-fullstack-developer-jidharx-ahmedabad-5-to-10-years-050725012743,"Full Stack Developer (MongoDB,React,Node.js,PHP). A highly versatile Full Stack Developer with hands-on experience in building robust,scalable,and secure web applications using the MERN stack (MongoDB,Express,React,Node.js) alongside PHP-based solutions",False,11764375,0,2025-07-05 07:36:05,,,,jp,,1,"{'minimumSalary': 80000, 'maximumSalary': 100000, 'currency': 'INR', 'hideSalary': False, 'variablePercentage': 0}",5-10 Yrs,5.0,10.0,False,5-10 Yrs,"80,000-1 Lacs PA",Remote,https://www.naukri.com/jidharx-jobs-careers-124794167,,,,,,,,,,,,,
Head - Quality Assurance,https://img.naukimg.com/logo_images/groups/v1/8006.gif,https://img.naukimg.com/logo_images/groups/v1/8006.gif,50725500881,INR,1 Day Ago,green,Tata Tele Business Services (TTBS),False,"Computer science,QA,Manager Quality Assurance,Customer satisfaction,Analytical,Software development life cycle,Test cases,Selenium",6560964,https://www.naukri.com/job-listings-head-quality-assurance-tata-tele-business-services-hyderabad-5-to-10-years-050725500881,"Bachelor s / Master s degree in Computer Science,Engineering,or a related field<br><br> Over all 12 yrs + Industry experience . 5+ years of experience in Quality Assurance,with at least 2 years in a head / lead role<br><br>Experience with test automation tools (e.g.,Selenium,JUnit,Postman)",False,8006,0,2025-07-05 09:09:03,,,,crawled,,1,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0}",5-10 Yrs,5.0,10.0,False,5-10 Yrs,Not disclosed,Hyderabad,https://www.naukri.com/tata-tele-business-services-ttbs-jobs-careers-1219,"{'Url': 'https://www.ambitionbox.com/reviews/tata-teleservices-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 1507, 'AggregateRating': '4.0', 'Title': 'Tata Teleservices Reviews by Employees'}",,,,,,,,,,,,
Java Principal Engineer,https://img.naukimg.com/logo_images/groups/v1/4667289.gif,https://img.naukimg.com/logo_images/groups/v1/4667289.gif,40725019856,INR,2 Days Ago,grey,Techs To Suit,False,"java,Architecture,Kafka,Spring Boot,microservices,Restful Web Api Development,Bootstrap,Web API",13972,https://www.naukri.com/job-listings-java-principal-engineer-techs-to-suit-indore-hyderabad-ahmedabad-10-to-13-years-040725019856,"<p>Experience- 10 to 13 Years</p><p>Minumum 3 Years in Lead Role</p><p>Work From Office</p><p>Job Location Hyderabad</p><p>Client is a is a premier <strong>Data & AI-focused solution and services company with Headcount of 500</strong></p><p>JD</p><p><strong><u>What You Will Do:</u></strong> </p><ul><li>Design and development of RESTful Web Services.  </li><li>Hands on database experience (Oracle / PostgreSQL / MySQL /SQL Server).  </li><li>Hands on experience with developing web applications leveraging Spring Framework.  </li><li>Hands on experience with developing microservices leveraging Spring Boot.  </li><li>Experience with cloud platforms (e.g., AWS, Azure) and containerization technologies.   </li><li>Continuous Integration tools (Jenkins & Git Lab), CICD Tools. </li><li>Strong believer and follower of agile methodologies with an emphasis on Quality & Standards based development. </li><li>Architect, design, and implement complex software systems using [Specify relevant technologies, e.g., Java, Python, Node.js. </li></ul><p><strong><u>What we need?</u></strong></p><ul><li>BTech computer science or equivalent  </li><li>Minimum 10+ years of relevant experience in Java/J2EE technologies  </li><li>Experience in building back in API using Spring Boot Framework, Spring DI, Spring AOP  </li><li>Real time messaging integration using Kafka or similar framework  </li><li>Experience in at least one database: Oracle, SQL server or PostgreSQL</li><li>Previous experience managing and leading high-performing software engineering teams.   </li></ul><br />",False,4667289,0,2025-07-04 08:51:08,Client of Techs To Suit,1.0,0.0,jp,https://img.naukimg.com/logo_images/groups/v1/4667289.gif,1,"{'minimumSalary': 3500000, 'maximumSalary': 4000000, 'currency': 'INR', 'hideSalary': False, 'variablePercentage': 0}",10-13 Yrs,10.0,13.0,False,10-13 Yrs,35-40 Lacs PA,"Indore, Hyderabad, Ahmedabad",https://www.naukri.com/techs-to-suit-jobs-careers-13972,,,,,,,,,,,,,
NDT - Head (Level 3),https://img.naukimg.com/logo_images/groups/v1/81816.gif,https://img.naukimg.com/logo_images/groups/v1/81816.gif,10725025413,INR,5 Days Ago,grey,Enterprise Hiring Solutions-ehs,False,"NDT Level 3,NDT,ASNT,NDT Inspection,NDT level,Inspection,Heading",106227,https://www.naukri.com/job-listings-ndt-head-level-3-enterprise-hiring-solutions-ehs-pune-indapur-15-to-20-years-010725025413,"Experience:
15+ years of relevant experience in NDT/QC inspection, with a focus on RT, UT, MT, PT, LT and VT.
Certifications:
ASNT or ISNT NDT Level III certification in RT, UT, MT, PT, LT and VT.
NDT Level 3 certification is mandatory.",False,81816,0,2025-07-01 11:30:14,,1.0,0.0,jp,https://img.naukimg.com/logo_images/groups/v1/81816.gif,1,"{'minimumSalary': 2000000, 'maximumSalary': 2500000, 'currency': 'INR', 'hideSalary': False, 'variablePercentage': 0}",15-20 Yrs,15.0,20.0,False,15-20 Yrs,20-25 Lacs PA,"Pune, Indapur",https://www.naukri.com/enterprise-hiring-solutions-ehs-jobs-careers-106227,,,,,,,,,,,,,
GTM Value Advocate,https://img.naukimg.com/logo_images/groups/v1/19288.gif,https://img.naukimg.com/logo_images/groups/v1/19288.gif,40725929440,INR,2 Days Ago,grey,IBM,False,"costing,sales,saas,financial management,advocacy,ni act,project management,civil cases",16987,https://www.naukri.com/job-listings-gtm-value-advocate-ibm-india-pvt-limited-bengaluru-8-to-13-years-040725929440,"<br /> <br />What we want you to do:<br /> <br />The primary job function is to engage with cross-functional stakeholders and technical resources across the organization to review, assess, and plan for the impact of new solutions and features to our Clients and our Customer Success Teams. You will keep current on upcoming solutions, new product acquisitions, and new product capabilities, ensuring our Customer Success team has the enablement they need to create wildly successful customers.<br /> <br />As part of this function, the GTM and Value Advocate role includes the following responsibilities.<br /> <li>Review release registrations and participate in appropriate discussions to evaluate the impact of upcoming releases to plan appropriate enablement, collateral and processes to support or CS teams.</li> <li>Partner with Solution Architects and other expert technical resources to review and approve technical content provided by Product teams</li> <li>Track and report on adherence to the release process metrics</li> <li>Drive process improvements to the Release process</li> <li>Understand internal stakeholder goals and outcomes, in order to create scalable delivery and adoption processes</li> <li>Continuously grow your knowledge of the Apptio, Cloudability, and Targetprocess family of products to stay current on new features, thus enabling you to accurately assess the impact level of new releases</li> <li>Advocate for Client and Customer Success teams when releases, migrations or deprecations will have resourcing impacts on the Customer Success teams. Bring these opportunities back to the team so we can provide project management oversight and work with CS Leadership to support Clients through product changes.</li> <br /> <br /> <br /><br /> <br />Other responsibilities and/or activities could include:<br /> <li>Present release information via various modes, including slack, email, presentations to Sales and Customer Success teams.</li> <li>Assist Value Management office in ensuring that new capabilities and use cases are properly integrated into the Apptio Value Framework process.</li> <li>Work closely with consultants in the organization to leverage skill sets and deliverables.</li> <li>Formulate, document, and obtain the agreement of appropriate process improvements for review by the relevant Customer Success teams.</li> <li>Partner with Global Practice Business Analyst to facilitate process workflow modelling to collaborate on process improvements, automation capabilities and clearly defined end-to-end use cases.</li> <li>Collaborate with other departments in the business unit to achieve customer satisfaction and resolve customer issues in a timely fashion</li> <br /><br /> <br />Key Responsibilities:<br /> <br />Be the client voice within the GTM team;<br /> <li>Partner with Product to validate and articulate clear, compelling value propositions, tailored to address the specific needs of key markets and customer segments – not just product features.</li> <li>Understand and master tools and resources that sales teams use to effectively communicate product benefits and drive Customer Adoption.</li> <li>Support product launch plans, ensuring readiness across all departments for effective product rollouts.</li> <li>Partner with Sales teams to develop/maintain impactful sales collateral and support materials.</li> <br /><br /> <br />Support our CS Productivity Tooling team:<br /> <br />Apptio Value Framework<br /> <li>Analyse and review new/existing content for the Apptio Value Framework, as the first “field check” for value impact to our customers</li> <li>Build and test framework updates in the development environment and coordinate approvals with AVF Product Owner</li> <li>Deploy approved updates to production and monitor their adoption for general use</li> <br /><br /> <br />Develop Best Practice & Collaborate<br /> <li>Establish and refine methodologies, tools, and best practices to enhance service delivery and operational efficiency.</li> <br /> <br /> Required education <br /> Bachelor's Degree <br /> <br /> Preferred education <br /> Master's Degree <br /> <br /> Required technical and professional expertise <br /> <br /><b> General - Overall 8+ years of experience</b> <br /><li>Strong communicator - ability to communicate at different levels (both business and technical) based on audience or regional/cultural differences.</li><li>Self-starter – able to come up to speed on complex, difficult concepts with minimal assistance.</li><li>Competent with packaged and SaaS application software implementation practices.</li><li>High-level knowledge of enterprise organizational, business and technical environments.</li><li>Curious by nature</li><li>Client-focused attitude – a customer advocate.</li><li>Consulting experience in enterprise systems implementations</li><li>Proven leadership experience working in front of clients</li><li>Ability to breakdown complex information to simple solution requirements</li><li>Experienced/or knowledge of Service Costing (cost allocations)</li><br /><br /><b> Business Domain Focus</b> <br /><br />Specific knowledge and application of business services and financial management including budgeting, cost allocations, capital & operating expense handling, program portfolio management, and IT application/infrastructure Support.<br /><li>Operational knowledge of IT infrastructure and/or Business domains including HR, Legal, Finance, Facilities etc...</li><li>TBM Exec Certified</li><li>FinOps Practitioner Certified</li><br /><br /><b> Technical Domain Focus</b> <br /><li>Able to quickly learn complex new technologies.</li><li>Skilled at completing business requirement design via workshops and mock-ups where required</li><li>Executive report and dashboard design including wireframe and mock-ups experience</li><br /><br />",False,19288,0,2025-07-04 12:36:45,,,,jp,,1,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0}",8-13 Yrs,8.0,13.0,False,8-13 Yrs,Not disclosed,Bengaluru,https://www.naukri.com/ibm-jobs-careers-16987,"{'Url': 'https://www.ambitionbox.com/reviews/ibm-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 23598, 'AggregateRating': '4.0', 'Title': 'IBM Reviews by Employees'}",,,,,,,,,,,,
Quality Assurance Officer Hard Goods,https://img.naukimg.com/logo_images/groups/v1/5314220.gif,https://img.naukimg.com/logo_images/groups/v1/5314220.gif,300625501367,INR,6 Days Ago,grey,Meyraki Global,False,"PDF,Manager Quality Assurance,Assurance,Hard Goods,Management,Quality,Quality management,Quality assurance",6189670,https://www.naukri.com/job-listings-quality-assurance-officer-hard-goods-meyraki-global-new-delhi-8-to-11-years-300625501367,Meyraki Global is looking for Quality Assurance Officer Hard Goods to join our dynamic team and embark on a rewarding career journey  <br /> <br /> Test software and systems for functionality and bugs <br /><br />Design test plans and write test cases <br /><br />Report issues with detailed documentation <br /><br />Work with teams to improve software quality,False,5314220,0,2025-06-30 09:51:23,,,,crawled,,1,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0}",8-11 Yrs,8.0,11.0,False,8-11 Yrs,Not disclosed,New Delhi,https://www.naukri.com/meyraki-global-jobs-careers-5897252,"{'Url': 'https://www.ambitionbox.com/reviews/meyraki-global-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 3, 'AggregateRating': '4.4', 'Title': 'Meyraki Global Reviews by Employees'}",,,,,,,,,,,,
